"ssn","zip_code","fico","num_late","past_def","num_bankruptcy"
381601747,94470,588,4,0,0
381646238,22132,711,0,0,0
381667916,11614,397,3,1,2
381678216,53378,698,4,1,1
381910949,43753,653,0,0,0
382165244,93902,452,1,1,2
382300942,27819,685,0,0,0
382393638,68866,601,1,2,1
382572941,95504,857,1,0,0
382642460,72142,818,1,0,0
382664957,11948,885,0,0,0
382745174,60242,598,0,0,0
382756109,49770,671,1,1,1
383018648,37185,674,3,0,0
383459929,48527,809,1,0,0
383500679,25447,619,5,0,0
383673858,30239,575,1,0,0
384590259,46358,718,3,0,0
384682026,41391,652,0,0,0
385055589,91705,613,0,0,0
385523825,30434,678,2,0,0
385740473,11319,681,4,0,0
386252401,22476,731,1,0,0
386368932,43508,856,0,0,0
386794651,30914,711,0,0,0
387166110,49429,681,2,0,0
387490373,42525,573,0,0,0
387765511,22837,814,1,0,0
389846899,32963,572,1,0,0
390330851,14779,661,1,0,0
391517506,50011,574,0,0,0
391803452,55267,727,1,0,0
392057344,83651,650,0,0,0
393099930,99172,677,0,0,0
393360629,97836,849,0,0,0
393434318,66783,594,0,0,0
394213031,83789,549,5,0,0
394382756,37402,779,1,0,0
394587458,60898,553,0,0,0
394937362,14351,558,2,0,0
395605094,15887,732,0,0,0
395828351,84155,715,0,0,0
395965298,53627,562,0,0,0
396468403,52688,729,0,0,0
396719857,49668,707,0,0,0
396742576,20215,708,4,0,0
397885344,84008,633,0,0,0
399319083,44265,665,0,0,0
399463834,96039,637,0,0,0
400376031,11029,877,1,0,0
400806779,68261,722,2,0,0
401045295,40459,744,0,0,0
401165468,24443,824,1,0,0
401168581,47880,573,0,0,0
401385203,18795,806,0,0,0
401678433,19408,534,2,0,0
401703097,99263,530,3,1,1
401758141,71391,862,0,0,0
401794187,13371,719,0,0,0
402075353,71605,633,5,0,0
402721023,40335,787,0,0,0
403148872,91952,486,1,1,1
403187872,35845,711,2,0,0
403667338,87722,528,1,2,1
404100611,83602,893,0,0,0
404481701,79976,850,0,0,0
404998997,52362,680,0,0,0
405755164,22620,659,2,0,0
405971259,61190,585,0,0,0
406335932,42414,731,0,0,0
406795522,93319,715,0,0,0
406906006,15816,787,0,0,0
407218504,98192,566,0,0,0
407458696,83118,674,0,0,0
407841054,80905,619,1,0,0
408354595,31282,602,0,0,0
408455698,17342,568,1,0,0
408627306,67923,677,2,0,0
408787501,92303,312,1,1,2
409155304,23284,622,0,0,0
409195324,60458,729,1,0,0
409249488,68826,645,0,0,0
409623946,55246,722,0,0,0
409662577,32960,874,0,0,0
411550982,10905,789,0,0,0
411682855,43102,788,1,0,0
411690995,10820,630,1,1,1
412523743,62402,863,0,0,0
412772419,45348,689,0,0,0
412967162,78747,664,0,0,0
413682478,44413,363,3,2,1
414130535,92074,811,0,0,0
414142573,93531,809,4,0,0
414298034,84167,888,0,0,0
414820953,53545,816,2,0,0
415265911,23423,307,2,2,3
415742156,11658,706,1,0,0
416026263,69555,790,0,0,0
416363248,86508,828,0,0,0
416483176,60504,588,1,1,1
417065522,44952,800,0,0,0
417182466,90426,817,1,0,0
419083100,17738,662,1,0,0
419324902,56163,560,0,0,0
419417539,69660,761,0,0,0
419764254,97142,398,5,1,1
420364990,52540,702,0,0,0
421456448,65853,676,0,0,0
422078088,83667,774,0,0,0
422341987,21241,426,1,1,1
422956463,83838,800,2,0,0
423190963,45531,826,0,0,0
423820714,15884,487,1,2,1
423876562,70820,893,0,0,0
423932931,72509,780,0,0,0
424178204,79892,839,0,0,0
424236402,16584,552,0,0,0
424312726,88129,458,3,1,2
424555654,29375,605,0,0,0
424622904,88051,690,0,0,0
424627658,75363,725,0,0,0
425006239,14453,701,1,1,1
425982169,74107,800,2,0,0
426479172,51913,566,1,0,0
426575930,14472,589,3,0,0
426798517,90513,846,0,0,0
427531347,93712,565,3,1,2
427765499,83992,667,0,0,0
428461870,76106,760,0,0,0
428495553,29183,652,3,0,0
428570978,77856,540,1,0,0
429088449,29901,697,1,0,0
429482528,98782,610,0,0,0
430363763,91432,739,0,0,0
430517041,69357,644,3,0,0
431109232,17809,630,0,0,0
431216653,79687,557,1,0,0
431860634,76677,639,3,0,0
431894882,93616,873,1,0,0
431923227,26496,811,2,0,0
432181584,89070,603,0,0,0
432231343,63840,840,0,0,0
432403829,26528,879,0,0,0
432620296,70162,755,1,0,0
433343090,68568,577,0,0,0
433408138,35777,869,1,0,0
433718425,20734,850,3,0,0
433839191,39920,574,0,0,0
434126268,33678,661,5,1,1
434150787,17533,453,1,1,2
434318907,54594,753,0,0,0
434375097,50170,494,1,1,1
434649348,34084,762,1,0,0
434683146,41080,569,0,0,0
434871750,38521,586,0,0,0
435178758,95060,850,0,0,0
435255151,85697,637,1,0,0
435573883,45751,674,4,0,0
435887671,23015,493,2,1,1
436042806,96894,342,2,2,2
436475780,89525,591,0,0,0
436484309,70647,830,1,0,0
436832329,70374,701,0,0,0
436841061,88570,778,0,0,0
437008535,50551,661,0,0,0
437173172,78922,542,2,0,0
437805933,81055,556,5,0,0
438051638,94375,696,0,0,0
438144236,77392,630,0,0,0
438375494,99804,682,0,0,0
438477075,67152,679,0,0,0
439435136,19082,587,1,0,0
440099349,72406,845,0,0,0
440315793,15528,738,2,0,0
440663288,76190,711,0,0,0
440731386,45178,654,0,0,0
440949429,18648,312,5,2,1
441354562,30276,640,0,0,0
441945586,80125,654,0,0,0
442092997,67735,498,4,1,1
442323631,18872,688,0,0,0
442842051,17083,771,0,0,0
443024649,62945,641,2,0,0
443564348,17069,556,0,0,0
443974114,34577,402,1,1,1
444125425,48736,690,1,0,0
444775980,65382,598,0,0,0
444958918,93064,601,2,0,0
445232186,16663,817,4,0,0
445722550,10961,590,5,2,1
445763133,18813,736,2,0,0
445844659,66694,789,2,0,0
446371233,26102,747,0,0,0
446487481,74614,666,0,0,0
446864938,34703,462,1,1,1
447347438,66302,432,2,1,1
447812184,63922,663,0,0,0
447856207,20786,857,0,0,0
448194576,46167,810,2,0,0
448362767,34218,815,0,0,0
448453292,87915,744,0,0,0
448490457,66195,714,3,0,0
448694167,30889,721,3,0,0
448699078,79019,851,1,0,0
449051030,81275,714,2,0,0
449363096,27311,711,1,0,0
449405479,25342,576,2,0,0
449602312,33715,637,0,0,0
449688160,56085,637,0,0,0
450363849,42564,799,1,0,0
450676562,52750,688,0,0,0
450694552,58342,358,1,1,3
450811053,32096,657,1,0,0
451374879,85861,724,0,0,0
451739324,76896,751,0,0,0
451778933,51331,851,0,0,0
452110626,99280,692,1,0,0
452268313,99944,716,1,0,0
452683377,53689,746,0,0,0
452724683,73102,539,3,0,0
452880556,24241,509,1,1,1
452891630,20591,893,0,0,0
452993705,51431,548,4,0,0
453317946,60755,532,2,0,0
453560674,39243,847,1,0,0
454357222,81831,826,3,0,0
454407631,11096,766,0,0,0
454603985,14161,454,1,1,3
454948772,37885,578,0,0,0
455174619,64165,510,1,1,1
455247248,75115,660,0,0,0
455300660,56530,853,0,0,0
455360561,70084,727,2,0,0
455379258,93874,779,0,0,0
455451765,88042,572,1,0,0
455506598,76800,632,0,0,0
455894429,79076,523,3,0,0
456839467,87787,576,3,0,0
457157192,53748,726,0,0,0
457562709,67996,833,0,0,0
457568822,72844,678,0,0,0
457847875,70330,671,0,0,0
458054618,58618,768,2,0,0
458838790,28414,719,0,0,0
459077945,53771,704,0,0,0
459256085,47933,652,1,0,0
459495624,98895,660,0,0,0
459625435,84996,564,0,0,0
459932970,77234,839,0,0,0
459966429,85616,610,1,0,0
460117612,66084,666,0,0,0
460164737,55997,571,0,0,0
460220159,77579,700,0,0,0
460221212,30964,708,1,0,0
460452933,34581,638,3,0,0
460782113,55275,549,2,2,1
461030860,95819,649,0,0,0
461525236,84693,562,3,1,1
462019219,99209,808,0,0,0
462047869,74179,848,0,0,0
462119748,26927,873,1,0,0
462242962,65099,571,3,1,1
462279420,75741,481,1,1,1
462698898,23566,560,1,0,0
463428305,44667,635,0,0,0
463753346,28511,826,0,0,0
464192798,65895,696,2,0,0
464548749,78526,657,1,0,0
464661075,69474,839,0,0,0
464708206,96103,629,1,1,1
464765417,78889,572,2,0,0
464812285,96160,586,2,0,0
464823168,72694,666,1,1,1
464991153,33911,729,0,0,0
465506796,87482,726,0,0,0
465531586,93688,730,0,0,0
465645726,91096,845,1,0,0
465968209,66202,788,2,0,0
466042060,34100,813,1,0,0
466665144,87337,759,1,0,0
466673100,66557,692,3,0,0
466871572,15014,672,2,0,0
467094022,23075,728,0,0,0
468461505,70369,709,0,0,0
468559402,57218,795,0,0,0
468937854,62150,876,1,0,0
469049372,13307,672,0,0,0
469295352,84784,643,1,2,1
469687184,33973,840,1,0,0
469751563,46504,804,0,0,0
470598012,72657,711,0,0,0
471203386,97919,765,0,0,0
471367822,49466,558,1,0,0
471654230,54582,865,0,0,0
471806672,58155,804,1,0,0
471840008,32036,588,2,1,1
472737814,41496,708,3,0,0
473207803,52613,552,1,0,0
473391744,99213,774,0,0,0
473618972,32565,805,0,0,0
473840882,39822,756,0,0,0
473851516,79187,811,2,0,0
473855793,44895,698,1,0,0
474293891,66430,585,1,1,1
474481250,10403,735,3,0,0
474991657,85476,643,0,0,0
475435911,95140,747,0,0,0
475457740,47305,839,0,0,0
476101240,95433,397,1,1,3
476328782,72388,681,1,0,0
476528822,19496,833,1,0,0
477135472,54574,859,0,0,0
477147173,75167,862,2,0,0
477998373,83537,602,1,1,1
478402678,66681,843,0,0,0
478825900,38074,788,2,0,0
478915834,14532,553,1,1,1
479052316,91002,733,0,0,0
479134260,97768,523,5,0,0
479211232,63267,544,4,0,0
479910412,16818,795,1,0,0
480514867,49482,648,3,0,0
482064448,94023,404,4,1,1
482189041,22412,859,1,0,0
482201101,72046,742,2,0,0
482224995,96306,748,0,0,0
482335643,31918,307,3,2,2
482962622,28827,603,0,0,0
483568235,56619,541,5,0,0
484055006,51193,603,0,0,0
484613990,46660,682,4,1,1
485402645,97004,825,0,0,0
485486446,84604,561,2,0,0
485585453,57198,598,3,0,0
485678293,74044,661,0,0,0
485703362,10514,656,1,0,0
485902186,15005,559,4,0,0
485909030,77718,744,1,0,0
486010373,14915,590,0,0,0
486443920,39880,735,0,0,0
486862870,47990,667,1,0,0
487096264,96856,657,4,0,0
487861989,12059,873,1,0,0
488029367,40930,563,2,0,0
488281104,11381,758,0,0,0
488710739,51287,713,2,0,0
489018884,94584,567,5,0,0
489238595,19268,614,0,0,0
489375653,35971,666,0,0,0
489450688,13504,761,1,0,0
490206056,35211,614,4,0,0
490742568,60975,646,1,0,0
490946524,23782,789,0,0,0
491144202,54431,732,5,0,0
491477961,24999,786,2,0,0
491697855,67481,689,0,0,0
491851886,40136,724,0,0,0
492308897,46279,748,1,0,0
492403274,36867,865,3,0,0
492464172,59746,411,5,2,2
492756648,81178,851,0,0,0
493246215,70251,600,0,0,0
493754036,34494,405,1,1,1
494142067,30623,776,1,0,0
494291118,49701,665,0,0,0
494665059,14825,673,1,0,0
494711669,72314,714,1,0,0
494725185,16179,732,1,0,0
495320546,94071,775,0,0,0
496542745,54474,871,0,0,0
496846761,48909,575,0,0,0
497137079,85661,565,1,0,0
497474954,98126,724,2,0,0
497501417,42544,563,0,0,0
497619886,79447,554,5,0,0
497748327,26954,703,0,0,0
498128166,45637,657,1,0,0
498198123,35737,875,2,0,0
498276458,16197,682,0,0,0
498767021,61076,603,0,0,0
499061419,28708,611,0,0,0
499104910,77850,554,0,0,0
499336943,49564,786,0,0,0
499747425,19820,581,1,0,0
500176925,20451,844,0,0,0
500190549,16934,691,0,0,0
500381068,76173,844,1,0,0
501133640,69808,875,2,0,0
501341755,65285,441,1,1,2
501422813,29475,787,1,0,0
501655149,85270,828,1,0,0
502039096,92471,560,3,0,0
502281534,94118,872,0,0,0
502370181,53912,645,1,0,0
502474015,33708,838,0,0,0
503124411,85535,629,0,0,0
503192461,68706,686,0,0,0
504111654,48225,561,0,0,0
504505174,42759,708,1,1,1
505412391,85745,458,2,3,1
506005890,15763,808,0,0,0
507098362,51044,863,2,0,0
507414696,30619,647,2,0,0
507549807,55920,842,2,0,0
508059217,77491,634,0,0,0
508082125,57580,869,2,0,0
508911747,44887,624,0,0,0
510378897,72250,763,1,0,0
510456558,67547,767,2,0,0
511108427,74131,585,0,0,0
511196512,64423,533,4,0,0
511221478,82695,720,1,1,1
511411361,91528,674,1,0,0
511468748,60060,804,1,0,0
511957493,96041,787,1,0,0
511978195,78773,640,4,0,0
512038316,91267,618,0,0,0
512137791,88881,582,1,0,0
512301320,62395,696,0,0,0
512357482,10773,608,0,0,0
512958830,33052,548,1,0,0
513082359,58829,754,0,0,0
513595774,13972,721,2,0,0
513818722,39884,548,2,2,1
513895480,68067,562,2,0,0
514015209,36850,780,1,0,0
514993983,97744,629,0,0,0
515211562,49138,434,4,2,1
515398632,43519,782,0,0,0
515553759,42545,858,1,0,0
515715665,17051,686,0,0,0
515968918,84062,657,0,0,0
516936678,72306,590,0,0,0
517158595,37103,713,2,0,0
517341139,73105,408,1,1,1
517785406,96284,893,0,0,0
517821073,24802,589,0,0,0
517888003,49125,693,0,0,0
518007582,71302,721,1,0,0
518727470,90671,835,2,0,0
519062737,61705,737,0,0,0
519493111,97462,609,0,0,0
519899674,17367,832,0,0,0
520249152,95808,712,1,0,0
521061938,81863,777,2,0,0
521148043,79142,647,2,0,0
521462380,10837,893,0,0,0
521561313,51728,820,0,0,0
521637393,46154,695,0,0,0
521815925,31344,715,3,0,0
521924282,36475,799,4,0,0
522373193,61186,618,0,0,0
523397586,73457,595,0,0,0
523639351,39606,668,0,0,0
523937617,81194,696,1,1,1
524026329,25394,851,0,0,0
524069156,45572,665,0,0,0
524442797,98837,799,2,0,0
524640841,85986,649,0,0,0
525030195,34107,615,1,0,0
525208368,96521,658,0,0,0
526470928,13274,559,3,0,0
526570945,23816,448,1,1,1
526656013,23999,754,0,0,0
527153089,74900,740,2,0,0
527321301,10113,888,0,0,0
527436032,60286,589,0,0,0
528611987,53417,654,0,0,0
529097087,35029,586,0,0,0
529306414,39100,593,1,0,0
529733345,60269,790,0,0,0
529936831,84962,893,0,0,0
530070592,98750,599,1,1,1
530086049,97437,307,1,1,2
530678204,68160,795,0,0,0
530680893,48640,520,1,1,1
531066236,99520,697,1,1,1
531172899,48464,754,0,0,0
531438043,25312,690,2,0,0
531635610,46169,754,0,0,0
532301170,70057,677,0,0,0
532461636,56805,753,0,0,0
533724571,22928,350,2,1,2
533957958,96381,500,4,1,2
533961242,54656,840,3,0,0
534364414,29036,780,5,0,0
535256399,22189,633,2,0,0
535305203,26746,889,0,0,0
535323047,18792,628,0,0,0
535506575,51496,725,3,0,0
535919388,38123,837,0,0,0
536244176,69202,684,0,0,0
536824298,82395,745,0,0,0
536833225,24433,769,1,0,0
537230441,55319,893,0,0,0
537519829,54684,684,2,0,0
537629484,88498,838,0,0,0
537718949,95558,708,1,0,0
537870928,56400,766,0,0,0
538458039,75559,624,1,0,0
538493379,67204,747,0,0,0
538535254,78143,593,0,0,0
538544348,69573,633,0,0,0
538646314,74701,869,0,0,0
538720563,29741,603,3,0,0
538783575,95837,807,0,0,0
539514432,63600,878,0,0,0
539726746,26332,618,2,0,0
540004523,12449,624,0,0,0
540079987,19472,779,5,0,0
540353411,39369,563,0,0,0
540674832,51912,737,4,0,0
542558421,42868,676,1,0,0
543215991,46467,579,0,0,0
543586781,97208,597,2,0,0
543796761,77136,581,0,0,0
544352846,96466,713,0,0,0
544985622,49308,614,4,0,0
545708085,77246,423,5,1,1
545728946,19399,530,2,1,1
546091595,95219,759,0,0,0
546325027,45361,720,0,0,0
547208501,53387,307,3,5,1
547698284,26380,830,1,0,0
547910232,71153,772,0,0,0
548801914,39513,565,1,0,0
548804259,55866,787,1,0,0
549839570,56463,592,0,0,0
550060403,69129,581,0,0,0
550297506,15108,770,1,0,0
550940082,79637,675,3,0,0
551027566,44791,564,3,0,0
551069338,66785,854,0,0,0
551304498,34159,615,0,0,0
551326103,99348,797,2,0,0
551522722,15364,584,0,0,0
553451486,16329,541,1,0,0
553586269,15911,634,5,0,0
553949160,98554,808,1,0,0
554229884,65743,863,1,0,0
555148782,92083,662,0,0,0
555156011,21014,739,1,0,0
555165227,29453,855,0,0,0
555209892,86152,817,1,0,0
555426665,30838,765,2,0,0
555482487,59779,425,1,1,1
555655664,74244,853,0,0,0
556480970,30657,561,2,0,0
556770623,19630,701,1,0,0
556868047,37599,867,1,0,0
556884550,47088,713,3,0,0
557112147,66050,618,1,0,0
557150128,76064,611,1,0,0
557171452,16505,846,1,0,0
557205327,68255,603,0,0,0
557397610,68210,659,0,0,0
557540765,41329,753,0,0,0
557657688,95324,692,2,1,1
557923832,76958,674,0,0,0
558200789,57460,796,0,0,0
558866959,51994,886,1,0,0
558897791,38383,893,0,0,0
558898139,73088,558,1,0,0
559226421,74158,594,0,0,0
559375437,40694,549,2,1,1
559627362,75676,405,1,1,1
559842169,57720,688,1,0,0
560691242,65932,679,0,0,0
560771396,91055,647,0,0,0
560956906,60729,893,0,0,0
561019163,90381,546,2,1,1
562205087,97910,639,0,0,0
562571086,46195,637,2,1,1
562790029,37815,815,4,0,0
562891891,19927,791,0,0,0
563637219,81458,693,0,0,0
563780507,10748,614,4,2,1
564133071,59177,739,0,0,0
564332444,58880,712,1,0,0
564572583,18883,881,1,0,0
564733855,41665,852,0,0,0
565693125,79450,660,2,0,0
565700933,58205,712,1,0,0
566879156,41037,487,1,2,3
567077628,20183,782,0,0,0
567481170,18290,465,1,2,1
567976809,97170,678,2,0,0
568380317,11969,706,0,0,0
568591837,40431,473,1,3,1
568800981,91363,807,0,0,0
568998851,50370,606,0,0,0
569228759,13698,668,0,0,0
569298604,17517,575,0,0,0
569694279,21583,826,2,0,0
569974687,62372,792,1,0,0
570344140,39376,658,2,0,0
570779662,12423,855,1,0,0
571195974,73555,792,3,0,0
571548578,97179,459,3,1,2
571604831,17280,719,0,0,0
572639097,74101,591,1,0,0
572703785,95124,858,2,0,0
572712599,41098,693,0,0,0
572804334,78057,731,0,0,0
573352260,36021,794,0,0,0
573631845,70697,562,0,0,0
573824896,29275,694,0,0,0
573972140,29262,693,0,0,0
574261369,54408,430,3,1,1
574642349,36014,861,0,0,0
574954620,82947,638,1,0,0
575120777,70229,689,1,0,0
575785841,60747,683,2,1,1
575897053,76827,506,1,2,1
576267145,77030,691,0,0,0
577274748,26074,694,0,0,0
577385122,82525,770,0,0,0
577800113,88040,826,3,0,0
578121204,23862,569,0,0,0
579937680,78386,672,0,0,0
580071655,75773,669,0,0,0
580529285,41280,733,0,0,0
580563795,54299,679,2,0,0
580587502,60213,646,0,0,0
580719067,33330,806,0,0,0
581093966,62151,765,1,0,0
581278090,46863,589,5,0,0
581477171,38630,684,4,1,1
581540592,85849,588,1,1,1
582981471,47400,437,1,1,2
583978034,17574,667,1,0,0
584318989,14183,817,1,0,0
584867576,93817,605,0,0,0
584979965,14413,622,0,0,0
585579792,49483,568,0,0,0
585965464,74744,655,0,0,0
586188293,15642,774,0,0,0
586396320,21642,624,0,0,0
586550113,90728,648,0,0,0
586691942,94531,429,2,1,1
586837279,92693,770,3,0,0
587190524,30382,650,1,0,0
587726812,37406,885,0,0,0
587836842,23701,838,0,0,0
588387120,70906,857,1,0,0
588681922,82959,532,5,0,0
588823958,24866,588,3,0,0
589049197,61116,743,0,0,0
589105988,14642,789,0,0,0
589340751,58108,691,0,0,0
589420546,34458,673,2,0,0
589888083,86644,678,1,0,0
590234179,50946,756,1,0,0
590384427,33811,655,0,0,0
590415374,55815,800,1,0,0
590746133,75044,646,0,0,0
591405655,40435,725,3,0,0
591869461,81006,769,3,0,0
592184175,28593,859,0,0,0
592375352,83236,667,1,1,1
592495816,48562,826,3,0,0
592536885,65428,852,0,0,0
593157311,71524,357,1,4,1
593395778,54095,821,0,0,0
593557422,21167,608,2,0,0
594048891,26134,864,0,0,0
594766326,62857,648,0,0,0
594835112,59516,826,0,0,0
594901890,89043,643,0,0,0
594908844,35554,676,0,0,0
594956351,89289,697,2,0,0
595098571,50069,602,0,0,0
595410894,93970,664,0,0,0
595790735,42071,437,1,1,1
595902799,92912,710,2,0,0
595955092,41666,747,1,0,0
596523453,23030,595,0,0,0
597125659,99810,606,1,1,2
597154796,47008,307,1,2,2
597411299,58862,615,0,0,0
597846999,29663,543,1,0,0
597957990,28046,631,0,0,0
598311629,26440,610,0,0,0
598929258,65430,603,0,0,0
598946473,91164,666,0,0,0
599338434,46332,790,0,0,0
599410900,42717,866,0,0,0
601134357,28631,672,1,0,0
601140152,78269,533,1,1,1
601576958,36904,878,2,0,0
602690417,10138,860,0,0,0
602987862,66562,810,0,0,0
603909467,34598,652,0,0,0
603932693,47316,887,0,0,0
604966826,81082,752,0,0,0
605141120,93308,746,0,0,0
605392804,47141,662,0,0,0
606400363,94105,746,3,0,0
606783991,60452,757,0,0,0
606902314,83251,744,0,0,0
607054644,44310,848,1,0,0
607215497,91241,709,3,0,0
608047084,55553,796,0,0,0
608464874,34758,558,1,0,0
608720800,43244,425,2,2,1
609008681,53807,512,5,0,0
609288524,44445,628,2,0,0
609295688,11729,759,0,0,0
609936566,94320,707,0,0,0
610344633,34876,754,0,0,0
610706379,66765,846,0,0,0
610708679,23304,746,0,0,0
610748711,50610,608,0,0,0
610793250,31774,867,1,0,0
611178464,89643,724,0,0,0
611634901,41554,602,0,0,0
612061059,40209,768,1,0,0
612283753,89765,754,0,0,0
612404446,71444,651,1,0,0
612565114,13106,709,1,0,0
612947598,65092,603,3,1,1
613023795,66654,543,4,0,0
613284085,45258,697,0,0,0
613414932,22037,865,0,0,0
614049836,87069,778,2,0,0
614090980,11509,776,0,0,0
614273047,51230,773,2,0,0
614732726,59089,873,1,0,0
615103305,76018,733,0,0,0
615402304,60064,603,4,2,1
615451560,22026,307,2,3,2
615867081,59356,547,1,0,0
615950354,59285,684,0,0,0
616019502,37078,685,0,0,0
616034846,91211,760,0,0,0
616387735,70661,782,0,0,0
617171587,95025,770,0,0,0
617181113,75490,854,1,0,0
617290535,45499,893,0,0,0
617486055,48567,783,0,0,0
617842469,20323,553,2,0,0
617978701,36339,600,3,2,1
618000472,67574,566,1,0,0
618060922,64706,893,0,0,0
618242679,40275,714,1,1,1
619274310,29132,765,0,0,0
619392235,21260,847,0,0,0
619492723,48827,789,2,0,0
619818922,25935,557,1,0,0
620049994,87895,744,1,0,0
622208524,23932,698,1,0,0
622792239,31767,553,0,0,0
622830596,67267,845,1,0,0
623173308,22101,830,3,0,0
623240101,59985,661,0,0,0
623429628,18015,647,1,1,1
623948138,64381,564,0,0,0
624230244,83242,684,1,0,0
624290810,90408,818,2,0,0
624377947,15142,640,2,0,0
624737759,78287,741,0,0,0
625042715,72104,740,0,0,0
625177784,28743,872,2,0,0
625267162,56965,530,3,1,1
625569708,36533,697,3,0,0
625694312,66764,750,1,0,0
625879562,94419,802,0,0,0
625981047,42286,625,0,0,0
626767571,70448,725,0,0,0
627034131,89655,753,0,0,0
627454913,79339,741,0,0,0
628144737,74674,625,1,2,1
628533049,41775,879,2,0,0
628730165,48212,644,1,0,0
629075377,75530,892,0,0,0
629625910,10036,855,0,0,0
629717931,17862,887,0,0,0
629726822,25223,560,0,0,0
629749820,36627,877,0,0,0
630293908,69981,575,1,0,0
631343181,84596,602,5,1,1
631404028,31459,542,3,0,0
631547577,33412,837,0,0,0
631957029,50156,875,0,0,0
632126332,93117,615,2,2,1
632129107,85504,674,1,2,1
632352229,55454,551,1,1,1
632495469,84047,805,0,0,0
632589583,59013,635,2,0,0
632956629,39379,793,4,0,0
633200665,16513,720,0,0,0
633336507,35919,849,0,0,0
633365397,78602,596,1,0,0
633370722,31446,835,2,0,0
633534416,40567,806,0,0,0
634268902,77004,840,3,0,0
634301345,19492,893,0,0,0
634578035,35753,690,0,0,0
635237295,98384,692,0,0,0
635357103,96204,578,0,0,0
635520282,17206,829,2,0,0
635961730,56961,622,1,0,0
636227304,14736,592,1,0,0
636548669,93301,605,5,0,0
636586309,53879,872,0,0,0
637074269,46470,893,0,0,0
638757253,91356,614,0,0,0
638978166,71749,696,0,0,0
639359298,99935,714,1,0,0
639506049,62651,759,0,0,0
639627216,46968,794,1,0,0
639775608,22434,424,3,1,1
639891357,14235,654,0,0,0
639979658,33372,529,1,1,2
640216804,65306,505,2,2,1
640325687,85894,679,0,0,0
641137761,23011,718,0,0,0
642930533,90331,804,0,0,0
642993125,68488,769,4,0,0
643003126,19738,833,0,0,0
644324257,59840,893,0,0,0
644615299,64415,837,1,0,0
644782454,94177,819,2,0,0
645022728,22024,762,0,0,0
645073078,41265,667,0,0,0
645560550,96044,741,0,0,0
645778820,83740,808,0,0,0
645989025,96764,729,0,0,0
646452963,80217,604,0,0,0
646674315,10770,767,0,0,0
647327994,38373,545,5,0,0
647411787,72076,636,0,0,0
647740070,93715,684,1,0,0
647950479,40398,852,1,0,0
648145682,44809,725,1,0,0
648287718,63544,846,2,0,0
648812514,50231,817,4,0,0
648968517,98547,737,3,0,0
649033789,65684,653,0,0,0
649079556,82101,759,0,0,0
649113456,83001,462,2,1,1
649294046,84074,842,0,0,0
649405408,86707,802,3,0,0
649912802,81300,784,0,0,0
649955820,34496,763,0,0,0
649961904,85240,566,1,0,0
650197518,14057,652,1,1,1
650295695,15689,620,4,0,0
650920125,49052,800,0,0,0
651357411,80536,553,1,0,0
651503682,70342,729,1,0,0
651675630,24755,595,1,2,1
652118855,32882,546,1,0,0
652567768,75593,683,1,0,0
653424411,83887,570,3,0,0
653581741,84344,667,0,0,0
653743816,81323,490,5,1,1
653756587,93976,720,0,0,0
654170692,42365,598,1,0,0
654184467,41077,729,0,0,0
654812396,80851,837,0,0,0
654847327,51776,669,0,0,0
655076105,44819,686,0,0,0
655734657,59891,841,3,0,0
656222167,93865,523,3,0,0
656352247,55782,837,0,0,0
656379039,52955,572,2,0,0
657034351,11800,640,2,0,0
658295447,95673,831,1,0,0
658719474,57413,821,0,0,0
658748856,54587,727,1,0,0
659601403,89710,890,0,0,0
659660746,32650,678,1,0,0
660048128,63495,594,0,0,0
660123526,93280,840,4,0,0
660518042,91162,739,0,0,0
660682535,75792,852,2,0,0
660751578,97549,540,1,1,1
660756921,64267,602,2,0,0
660799921,92148,800,0,0,0
661420180,67873,776,0,0,0
661684479,77701,697,0,0,0
661713271,19545,568,0,0,0
663157023,20810,690,1,0,0
663554391,98834,893,0,0,0
664015954,67795,824,0,0,0
664085832,21065,567,0,0,0
664161556,76950,613,1,0,0
664188500,95636,588,3,0,0
664653235,98910,816,0,0,0
664732161,27062,836,0,0,0
665205887,71179,734,2,0,0
665375892,81201,545,2,0,0
665811567,30792,806,4,0,0
665985687,55178,610,0,0,0
666528627,67274,761,1,0,0
666988048,15509,808,0,0,0
667386859,52053,641,0,0,0
667659217,62428,551,3,1,1
668316876,85128,418,1,1,1
668605985,83000,794,1,0,0
668993380,21605,580,4,0,0
669370508,51210,638,1,0,0
669388422,63974,790,3,0,0
669443015,22757,564,0,0,0
669447410,38998,623,1,0,0
669534975,74267,569,1,0,0
670840456,64009,729,0,0,0
671006534,34434,874,0,0,0
671494701,87678,844,1,0,0
671997493,17253,725,1,0,0
672173921,43995,699,2,0,0
672444363,74060,593,3,0,0
672734268,94134,884,1,0,0
673294062,77177,881,0,0,0
673613399,38800,815,0,0,0
674386168,81885,876,0,0,0
674685518,37486,750,0,0,0
675946521,40323,662,0,0,0
676397242,68361,705,1,0,0
676646385,16503,602,1,0,0
677021088,26255,625,0,0,0
677152998,85441,886,0,0,0
677763746,48731,844,1,0,0
677959981,63661,826,0,0,0
678081682,57783,735,0,0,0
678911101,61750,729,2,1,1
678943224,43202,836,0,0,0
679466954,49977,860,2,0,0
679608647,17592,697,3,0,0
679686196,42794,558,2,0,0
