"app_id","ssn","zip_code","income","homeownership","purchases","credit_limit"
977688,186077963,70039,37000,"Rent",12569.7691475689,14600
983792,962594365,57495,88000,"Rent",9465.09509960199,23200
988178,884986109,99097,40000,"Rent",2642.43941201564,12500
988939,134724649,35521,82000,"Own",8925.43569642614,10200
990493,597411299,58862,41000,"Own",11733.9440283966,13300
990856,616019502,37078,56000,"Rent",3300.9126487164,18900
993785,433408138,35777,29000,"Rent",13122.7740682523,38300
994878,693439797,52702,43000,"Rent",22469.622588244,30900
996194,949024436,99977,25000,"Rent",9705.93529172064,10700
996616,353991153,51921,31000,"Own",11687.5981083168,13200
997389,666988048,15509,99000,"Own",9282.16336983359,31100
997614,557171452,16505,86000,"Rent",6465.58643916695,35500
997987,794496014,82585,87000,"Own",5861.43532022764,16400
998685,627454913,79339,112000,"Own",22695.1601921194,24100
